mission_id,profile_id,structured_score,semantic_score,business_score,final_score,explanation_tags
57,9,0.76,0.156,0.9333,0.5531,Azure match | FastAPI match | Python match | Seniority compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
57,79,0.7375,0.1842,0.8133,0.5314,Docker match | FastAPI match | Python match | Seniority compatible | Location compatible | Rate within budget | Sector public | Domain aligned
57,110,0.8075,0.0819,0.75,0.5058,Azure match | Docker match | Python match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector public
57,72,0.7875,0.0965,0.75,0.5036,Azure match | Docker match | Python match | Seniority compatible | Available in 15 days | Rate within budget | Sector public
57,124,0.71,0.1013,0.8733,0.4992,Docker match | FastAPI match | Python match | Seniority compatible | Available in 30 days | Rate within budget | Sector public | Domain aligned
57,258,0.731,0.0938,0.846,0.4991,Docker match | FastAPI match | Python match | Seniority compatible | Language compatible | Available in 15 days | Sector public | Domain aligned
57,38,0.9035,0.0406,0.5927,0.4962,Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
57,147,0.8975,0.0334,0.6167,0.4957,Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
57,323,0.8975,0.0291,0.6167,0.494,Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
58,266,0.9,0.269,0.59,0.5856,Azure match | Docker match | GCP match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
58,275,0.6425,0.3139,1.0,0.5826,Azure match | Docker match | GCP match | Location compatible | Available in 15 days | Rate within budget | Sector assurance | Domain aligned
58,299,0.786,0.1965,0.879,0.5688,Azure match | Docker match | GCP match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Sector assurance | Domain aligned
58,200,0.68,0.2871,0.88,0.5628,Azure match | Docker match | GCP match | Language compatible | Rate within budget | Sector assurance | Domain aligned
58,142,0.7325,0.3141,0.6,0.5387,Azure match | GCP match | Python match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
58,281,0.87,0.1603,0.59,0.5301,Azure match | Docker match | GCP match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
58,308,0.83,0.1625,0.65,0.527,Azure match | Docker match | GCP match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
58,226,0.81,0.2153,0.54,0.5181,Azure match | GCP match | Python match | Seniority compatible | Language compatible | Available in 30 days | Rate within budget | Domain aligned
58,78,0.86,0.0721,0.7,0.5129,Azure match | GCP match | Python match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector assurance
58,297,0.74,0.1401,0.78,0.508,Azure match | GCP match | Language compatible | Location compatible | Rate within budget | Sector assurance | Domain aligned
59,192,0.9475,0.0709,0.94,0.5954,AWS match | GCP match | SOC match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
59,25,0.97,0.0509,0.8733,0.583,GCP match | SOC match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
59,59,0.9475,0.231,0.5567,0.5827,DevOps match | GCP match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail
59,346,0.83,0.2773,0.5633,0.5556,AWS match | DevOps match | GCP match | Language compatible | Location compatible | Rate within budget | Sector retail
59,250,0.82,0.0927,0.94,0.5531,AWS match | GCP match | SOC match | Language compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
59,111,0.82,0.2047,0.6833,0.5466,AWS match | DevOps match | GCP match | Language compatible | Available in 15 days | Rate within budget | Sector retail
59,169,0.82,0.195,0.6833,0.5427,AWS match | DevOps match | GCP match | Language compatible | Available in 15 days | Rate within budget | Sector retail
59,58,0.82,0.0648,0.94,0.5419,AWS match | GCP match | SOC match | Language compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
59,121,0.85,0.1623,0.6833,0.5416,AWS match | DevOps match | GCP match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail
59,92,0.82,0.174,0.6833,0.5343,AWS match | DevOps match | GCP match | Language compatible | Available in 15 days | Rate within budget | Sector retail
60,31,0.92,0.1057,0.8667,0.5836,C# match | Python match | React match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector sante | Domain aligned
60,303,0.92,0.2554,0.5167,0.5735,C# match | Docker match | Java match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
60,260,0.87,0.2497,0.5233,0.5525,C# match | Docker match | Java match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
60,182,0.83,0.1552,0.7467,0.5434,C# match | Docker match | Java match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector sante | Domain aligned
60,75,0.7335,0.2407,0.7533,0.5403,C# match | Docker match | Python match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector sante | Domain aligned
60,302,0.8975,0.0637,0.6833,0.5212,Docker match | Java match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector sante
60,289,0.7835,0.1452,0.7467,0.5208,C# match | Java match | Python match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector sante | Domain aligned
60,237,0.7595,0.1454,0.7333,0.5086,C# match | Docker match | Java match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Sector sante | Domain aligned
60,205,0.7335,0.3318,0.4033,0.5068,Java match | Python match | React match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Domain aligned
60,187,0.8975,0.0596,0.6167,0.5062,C# match | Java match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector sante
61,129,0.71,0.2777,0.9333,0.5817,Power BI match | Spark match | Tableau match | Language compatible | Available in 15 days | Rate within budget | Sector energie | Domain aligned
61,203,0.78,0.2668,0.8067,0.5801,Databricks match | FastAPI match | Snowflake match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector energie | Domain aligned
61,15,0.82,0.3342,0.5833,0.5783,Databricks match | FastAPI match | Power BI match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
61,90,0.77,0.1819,0.9333,0.5674,Databricks match | FastAPI match | Spark match | Language compatible | Available in 15 days | Rate within budget | Sector energie | Domain aligned
61,238,0.83,0.3236,0.53,0.5674,Databricks match | Power BI match | Snowflake match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Domain aligned
61,233,0.78,0.3116,0.65,0.5666,Databricks match | FastAPI match | Power BI match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Domain aligned
61,117,0.8375,0.2462,0.65,0.5635,Databricks match | FastAPI match | Power BI match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Domain aligned
61,148,0.77,0.2333,0.7467,0.5507,Databricks match | Snowflake match | Tableau match | Seniority compatible | Language compatible | Rate within budget | Sector energie | Domain aligned
61,138,0.92,0.1955,0.5167,0.5495,FastAPI match | Power BI match | Snowflake match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
61,167,0.86,0.2005,0.6167,0.5475,FastAPI match | Power BI match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector energie
62,223,0.97,0.0976,0.89,0.6051,AWS match | Kubernetes match | Spark match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector public | Domain aligned
62,297,0.92,0.1601,0.83,0.5981,AWS match | Azure match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector public | Domain aligned
62,281,0.9235,0.0989,0.89,0.587,AWS match | Azure match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector public | Domain aligned
62,308,0.97,0.1275,0.6,0.559,AWS match | Azure match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
62,72,0.81,0.1022,0.95,0.5549,AWS match | Azure match | Kubernetes match | Seniority compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
62,46,0.81,0.1083,0.89,0.5453,AWS match | Azure match | Kubernetes match | Seniority compatible | Available in 30 days | Rate within budget | Sector public | Domain aligned
62,147,0.97,0.0655,0.65,0.5442,AWS match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
62,82,0.9,0.1098,0.7,0.5439,AWS match | Azure match | Kubernetes match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
62,65,0.9535,0.0856,0.6391,0.5435,AWS match | Azure match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
62,90,1.0,0.052,0.6,0.5408,Spark match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
63,25,0.91,0.1997,0.94,0.6319,Azure match | GCP match | Python match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector public | Domain aligned
63,192,0.91,0.099,0.94,0.5916,Azure match | GCP match | Python match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector public | Domain aligned
63,272,0.83,0.1782,0.88,0.5793,Azure match | GCP match | Python match | Language compatible | Location compatible | Rate within budget | Sector public | Domain aligned
63,65,0.88,0.1582,0.75,0.5653,Azure match | GCP match | Python match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
63,212,0.86,0.1378,0.7901,0.5571,Azure match | GCP match | Python match | Seniority compatible | Language compatible | Location compatible | Sector public | Domain aligned
63,219,0.72,0.1856,0.95,0.5522,Azure match | GCP match | Python match | Location compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
63,147,0.85,0.0537,0.9,0.5415,GCP match | Python match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public | Domain aligned
63,281,0.91,0.1211,0.64,0.5404,Azure match | GCP match | Python match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector public
63,299,0.9775,0.1919,0.3321,0.5342,Azure match | GCP match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget
63,110,0.82,0.1404,0.75,0.5341,Azure match | GCP match | Python match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector public
64,18,0.91,0.1539,0.94,0.6136,FastAPI match | Java match | Python match | Seniority compatible | Language compatible | Available in 30 days | Rate within budget | Sector assurance | Domain aligned
64,112,0.8125,0.2171,0.75,0.5618,C# match | Java match | Python match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Sector assurance
64,274,0.7225,0.1679,1.0,0.5562,C# match | FastAPI match | Java match | Seniority compatible | Available in 15 days | Rate within budget | Sector assurance | Domain aligned
64,58,1.0,0.0452,0.69,0.5561,C# match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector assurance
64,260,0.82,0.0919,0.94,0.5528,C# match | FastAPI match | Java match | Language compatible | Available in 30 days | Rate within budget | Sector assurance | Domain aligned
64,37,0.8875,0.1449,0.69,0.551,C# match | Java match | Python match | Seniority compatible | Language compatible | Available in 30 days | Rate within budget | Sector assurance
64,275,0.9475,0.0382,0.75,0.5443,Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector assurance
64,47,0.86,0.0597,0.88,0.5439,FastAPI match | Python match | Seniority compatible | Language compatible | Rate within budget | Sector assurance | Domain aligned
64,88,0.91,0.0376,0.75,0.5291,Python match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector assurance
64,323,0.97,0.1456,0.4,0.5263,Python match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget
65,281,0.97,0.1944,0.61,0.5878,Azure match | Kubernetes match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector telecom
65,78,0.82,0.0639,0.96,0.5456,Azure match | Kubernetes match | Python match | Language compatible | Available in 15 days | Rate within budget | Sector telecom | Domain aligned
65,258,0.91,0.0611,0.67,0.5225,Python match | SQL match | Terraform match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector telecom
65,237,0.87,0.0651,0.71,0.516,Azure match | Python match | SQL match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Sector telecom
65,25,0.97,0.0581,0.51,0.5132,Azure match | Python match | Terraform match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
65,19,0.77,0.1027,0.82,0.5131,Azure match | Kubernetes match | Python match | Seniority compatible | Language compatible | Rate within budget | Sector telecom | Domain aligned
65,59,0.9475,0.1993,0.26,0.5107,Kubernetes match | Python match | Terraform match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget
65,192,0.9475,0.0511,0.55,0.5094,Azure match | Python match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
65,38,0.91,0.0348,0.63,0.5039,Python match | SQL match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector telecom
65,145,0.8,0.0548,0.8,0.5019,Python match | SQL match | Terraform match | Language compatible | Location compatible | Rate within budget | Sector telecom | Domain aligned
66,41,0.92,0.2389,0.86,0.6356,AWS match | GCP match | Python match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
66,92,0.97,0.1706,0.75,0.6062,AWS match | GCP match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail
66,157,0.8075,0.2881,0.74,0.5862,AWS match | GCP match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail | Domain aligned
66,147,0.9775,0.299,0.36,0.5826,AWS match | GCP match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget
66,275,0.9775,0.1714,0.6045,0.5805,AWS match | GCP match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
66,346,0.8775,0.1734,0.8,0.5803,AWS match | GCP match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail | Domain aligned
66,308,0.9775,0.1599,0.61,0.5769,AWS match | GCP match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
66,130,0.81,0.2506,0.74,0.5722,AWS match | GCP match | Python match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail | Domain aligned
66,111,0.97,0.0937,0.71,0.5675,AWS match | GCP match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail
66,123,0.92,0.1455,0.69,0.5642,AWS match | GCP match | Kubernetes match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail
67,312,0.9,0.2958,0.88,0.6543,Databricks match | Power BI match | SQL match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail | Domain aligned
67,43,0.95,0.1046,0.8067,0.5832,Databricks match | Tableau match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
67,151,0.9075,0.2265,0.5803,0.5697,Power BI match | SQL match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Domain aligned
67,159,1.0,0.1287,0.5833,0.5681,Databricks match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
67,210,0.9275,0.1755,0.59,0.5592,Databricks match | Power BI match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
67,251,0.886,0.2126,0.5325,0.5459,Databricks match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Domain aligned
67,15,0.841,0.2765,0.4923,0.5455,Databricks match | Power BI match | SQL match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Domain aligned
67,234,0.8375,0.1638,0.6867,0.5378,Databricks match | Tableau match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail | Domain aligned
67,155,0.86,0.0788,0.8067,0.5368,SQL match | Tableau match | Seniority compatible | Language compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
67,96,0.83,0.1347,0.7533,0.5365,Power BI match | SQL match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail | Domain aligned
68,291,0.85,0.1659,0.872,0.5808,AWS match | Azure match | SOC match | Seniority compatible | Language compatible | Available in 15 days | Sector retail | Domain aligned
68,192,0.88,0.1162,0.86,0.5705,AWS match | Azure match | SOC match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
68,257,0.9475,0.1792,0.55,0.5607,AWS match | Azure match | IAM match | Seniority compatible | Language compatible | Location compatible | Available in 30 days | Rate within budget | Domain aligned
68,25,0.88,0.0905,0.82,0.5522,Azure match | SOC match | Language compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
68,111,0.85,0.1862,0.67,0.5485,AWS match | IAM match | Java match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail
68,250,0.76,0.1196,0.86,0.5238,AWS match | Azure match | SOC match | Language compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
68,212,0.8575,0.2066,0.49,0.5236,AWS match | Azure match | IAM match | Seniority compatible | Language compatible | Rate within budget | Domain aligned
68,179,0.71,0.1714,0.84,0.5206,AWS match | Azure match | IAM match | Language compatible | Rate within budget | Sector retail | Domain aligned
68,58,0.76,0.1073,0.86,0.5189,AWS match | IAM match | SOC match | Language compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
68,208,0.76,0.0954,0.88,0.5181,IAM match | SOC match | Language compatible | Available in 15 days | Rate within budget | Sector retail | Domain aligned
69,328,0.81,0.2767,0.9667,0.628,AWS match | Azure match | Docker match | Location compatible | Available in 15 days | Rate within budget | Sector retail | Domain aligned
69,41,0.78,0.2803,0.9067,0.6054,AWS match | Azure match | Docker match | Seniority compatible | Available in 30 days | Rate within budget | Sector retail | Domain aligned
69,92,0.93,0.1569,0.75,0.5848,AWS match | Azure match | Docker match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Sector retail
69,308,0.9475,0.1779,0.6167,0.5735,AWS match | Azure match | Docker match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
69,130,0.78,0.2764,0.7533,0.5732,AWS match | Azure match | Python match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Sector retail | Domain aligned
69,46,0.7575,0.2997,0.571,0.5371,AWS match | Azure match | Docker match | Seniority compatible | Available in 30 days | Rate within budget | Domain aligned
69,275,0.8475,0.1955,0.5942,0.5361,AWS match | Azure match | Docker match | Seniority compatible | Location compatible | Available in 15 days | Rate within budget | Domain aligned
69,110,0.9775,0.1563,0.4,0.5335,AWS match | Azure match | Docker match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Rate within budget
69,123,0.85,0.117,0.6567,0.5181,AWS match | Docker match | Kubernetes match | Seniority compatible | Location compatible | Available in 30 days | Rate within budget | Sector retail
69,228,0.83,0.2239,0.47,0.5156,AWS match | Azure match | Docker match | Seniority compatible | Language compatible | Location compatible | Rate within budget | Domain aligned
70,243,0.7875,0.1984,0.78,0.5503,Java match | Power BI match | Seniority compatible | Language compatible | Rate within budget | Sector retail | Domain aligned
70,190,0.82,0.1993,0.55,0.5177,C# match | Java match | Power BI match | Language compatible | Available in 15 days | Rate within budget | Domain aligned
70,302,0.81,0.1079,0.75,0.5172,GCP match | Java match | Power BI match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail
70,40,0.8075,0.2059,0.55,0.5154,C# match | Java match | Power BI match | Seniority compatible | Language compatible | Available in 15 days | Rate within budget | Domain aligned
70,67,0.81,0.1978,0.53,0.5091,C# match | GCP match | Power BI match | Language compatible | Location compatible | Rate within budget | Domain aligned
70,163,0.94,0.0462,0.5685,0.5082,GCP match | Seniority compatible | Language compatible | Location compatible | Available in 15 days | Sector retail
70,209,0.88,0.1885,0.4,0.5074,GCP match | Power BI match | Language compatible | Location compatible | Available in 15 days | Rate within budget
70,111,0.85,0.0603,0.65,0.4941,GCP match | Java match | Language compatible | Location compatible | Available in 15 days | Rate within budget | Sector retail
70,340,0.6225,0.1564,0.9,0.4915,Java match | Power BI match | Location compatible | Available in 15 days | Rate within budget | Sector retail | Domain aligned
70,167,0.82,0.1335,0.55,0.4914,C# match | Power BI match | Language compatible | Available in 15 days | Rate within budget | Domain aligned
